Transaction ID,Date - Time,Type,Cashier,Receipt Number,Gratuity,Subtotal,Discount,Tax,Total
428605156,2011-11-12 7:46:00,Walk In,Rachel Dicke,5189,6.6,38.79,0,3.27,56.08
428605157,2011-11-14 3:32:00,Walk In,Rachel Dicke,5191,8.055,42.42,0,3.57,61.32
428605158,2012-7-2 14:48:00,Walk In,Kim Burton,5193,7.35,52.485,24,2.4,41.18
428605159,2012-9-25 4:00:00,Walk In,Kim Burton,5195,7.59,58.44,10.5,4.035,69.3
428605160,2012-10-31 20:22:00,Walk In,Kim Burton,5197,1.32,7.305,3,0.36,6.22
428605161,2013-7-14 19:48:00,Walk In,Kim Burton,5199,8.865,52.14,22.5,2.505,42.86
428605162,2014-2-26 10:52:00,Walk In,Kim Burton,5201,1.71,14.205,6,0.69,11.86
428605163,2014-6-11 17:32:00,Walk In,Kim Burton,5203,8.865,59.07,19.5,3.33,57.2
428605164,2014-6-18 6:56:00,Walk In,Kim Burton,5205,10.2,56.64,6,4.275,73.22
428605165,2014-8-8 20:38:00,Walk In,Kim Burton,5207,10.635,66.465,27,3.33,57.06
428605166,2014-8-9 8:38:00,Walk In,Rachel Dicke,5209,7.785,59.865,6,4.545,77.88
428605167,2014-9-9 9:28:00,Walk In,Rachel Dicke,5211,8.56,47.48,20,2.32,14.9
428605168,2014-11-22 21:20:00,Walk In,Rachel Dicke,5213,6,54.48,4,4.24,27.36
428605169,2015-2-14 15:24:00,Walk In,Kim Burton,5215,2.28,12.56,0,1.04,6.8
428605170,2015-11-2 16:08:00,Walk In,Kim Burton,5217,1.6,11.44,4,0.64,4.04
428605171,2015-12-2 7:56:00,Walk In,Rachel Dicke,5219,1.4,10.72,4,0.56,3.64
428605172,2006-3-23 1:02:00,Walk In,Rachel Dicke,5221,0.96,4.72,0,0.4,2.56
428605173,2007-6-4 22:44:00,Walk In,Kim Burton,5223,1.84,18.36,4,1.2,7.78
428605174,2007-7-8 11:58:00,Walk In,Rachel Dicke,5225,16.96,154.16,28,10.64,68.4
428605175,2007-7-18 4:24:00,Walk In,Kim Burton,5227,15.48,128.88,0,10.88,69.88
428605176,2007-12-20 14:18:00,Walk In,Rachel Dicke,5229,10.36,74,0,6.24,40.12
428605177,2008-6-3 22:26:00,Walk In,Rachel Dicke,5231,4.44,31.6,0,2.68,17.14
428605178,2009-7-3 12:48:00,Walk In,Rachel Dicke,5233,5.6,27.96,0,2.36,15.16
428605179,2010-4-2 14:14:00,Walk In,Rachel Dicke,5235,3.96,36.12,0,3.04,19.58
428605180,2010-10-4 2:38:00,Walk In,Kim Burton,5237,9.28,92.92,0,7.84,50.38
428605181,2010-12-12 18:26:00,Walk In,Kim Burton,5239,18.88,118,0,9.96,63.98
428605182,2010-12-15 17:26:00,Walk In,Rachel Dicke,5241,25.84,143.52,0,12.08,77.8
428605183,2011-3-1 5:14:00,Walk In,Rachel Dicke,5243,24.84,155.28,0,13.08,84.18
428605184,2011-5-6 4:46:00,Walk In,Kim Burton,5245,18.96,111.56,0,9.4,60.48
428605185,2012-1-30 6:34:00,Walk In,Rachel Dicke,5247,17.56,135.2,0,11.4,73.3
428605186,2012-5-14 18:02:00,Walk In,Rachel Dicke,5249,11.76,106.96,0,9,57.98
428605187,2012-10-15 5:16:00,Walk In,Kim Burton,5251,28.76,169.28,0,14.28,91.78
428605188,2013-9-27 19:40:00,Walk In,Rachel Dicke,5253,0.84,8.48,0,0.72,4.6
428605189,2013-12-22 20:08:00,Walk In,Rachel Dicke,5255,23.76,182.72,0,15.4,99.06
428605190,2014-6-28 13:40:00,Walk In,Rachel Dicke,5257,3.24,29.36,4,2.12,13.74
428605191,2014-7-3 18:20:00,Walk In,Rachel Dicke,5259,7.64,58.92,8,4.28,27.6
428605192,2014-8-21 16:48:00,Walk In,Kim Burton,5261,8.12,54.04,24,2.52,16.28
428605193,2014-12-12 8:18:00,Walk In,Rachel Dicke,5263,16.04,133.8,60,6.24,40.02
428605194,2014-12-13 0:58:00,Walk In,Rachel Dicke,5265,4.2,28,4,2.04,13.02
428605195,2015-8-1 18:44:00,Walk In,Rachel Dicke,5267,11.08,73.96,28,3.88,24.92
428605196,2015-10-7 2:02:00,Walk In,Kim Burton,5269,5.8,52.68,16,3.08,19.88
428605197,2006-1-19 16:32:00,Walk In,Rachel Dicke,5271,23.2,154.56,64,7.64,49.1
428605198,2006-2-18 15:56:00,Walk In,Kim Burton,5273,25.8,143.32,40,8.72,56.02
428605199,2006-9-19 9:30:00,Walk In,Kim Burton,5275,32.08,160.36,40,10.16,65.26
428605200,2006-11-3 16:16:00,Walk In,Rachel Dicke,5277,7.6,63.24,8,4.64,29.94
428605201,2007-1-8 0:04:00,Walk In,Rachel Dicke,5279,14.32,143.16,40,8.68,55.92
428605202,2007-4-14 17:10:00,Walk In,Rachel Dicke,5281,16.88,93.72,24,5.88,37.8
428605203,2008-1-28 14:26:00,Walk In,Rachel Dicke,5283,5.52,55,28,2.28,14.64
428605204,2008-1-31 12:54:00,Walk In,Rachel Dicke,5285,24.08,150.6,136,1.24,7.92
428605205,2008-5-3 11:00:00,Walk In,Rachel Dicke,5287,19.16,127.72,56,6.04,38.88
428605206,2008-8-28 20:08:00,Walk In,Kim Burton,5289,4.6,35.52,8,2.32,14.92
428605207,2009-8-12 19:04:00,Walk In,Rachel Dicke,5291,18.12,120.76,24,8.16,52.46
428605208,2010-7-24 6:40:00,Walk In,Rachel Dicke,5293,2.44,22.04,12,0.84,5.44
428605209,2010-9-6 23:20:00,Walk In,Rachel Dicke,5295,23.28,166.2,16,12.64,81.42
428605210,2012-2-17 7:48:00,Walk In,Rachel Dicke,5297,20.44,127.64,44,7.04,45.34
428605211,2012-6-9 12:00:00,Walk In,Rachel Dicke,5299,10.56,81.32,36,3.8,24.56
428605212,2012-10-10 7:20:00,Walk In,Kim Burton,5301,24.52,129.12,44,7.16,46.14
428605213,2012-11-27 14:52:00,Walk In,Rachel Dicke,5303,12.32,123.08,44,6.68,42.88
428605214,2013-8-15 18:20:00,Walk In,Rachel Dicke,5305,11.24,102.12,32,5.92,38.02
428605215,2013-9-17 11:40:00,Walk In,Rachel Dicke,5307,6.76,67.4,8,5,32.2
428605216,2013-10-10 13:48:00,Walk In,Kim Burton,5309,17.72,147.64,132,1.32,8.48
428605217,2014-7-31 22:34:00,Walk In,Rachel Dicke,5311,7.32,36.68,12,2.08,13.38
428605218,2014-9-30 12:34:00,Walk In,Rachel Dicke,5313,16.76,88.16,16,6.08,39.12
428605219,2015-3-11 17:16:00,Walk In,Rachel Dicke,5315,1.68,13.92,4,0.84,5.38
428605220,2015-5-22 11:16:00,Walk In,Kim Burton,5317,13.68,76,12,5.4,34.7
428605221,2015-8-21 6:32:00,Walk In,Rachel Dicke,5319,13.92,69.6,12,4.84,31.22
428605222,2006-1-19 14:36:00,Walk In,Rachel Dicke,5321,4.68,42.44,8,2.92,18.68
428605223,2006-2-18 14:54:00,Walk In,Rachel Dicke,5323,10.44,95.08,20,6.32,40.7
428605224,2006-9-19 9:40:00,Walk In,Rachel Dicke,5325,8.48,60.56,56,0.4,2.48
428605225,2006-11-3 0:44:00,Walk In,Rachel Dicke,5327,18,90.04,28,5.24,33.64
428605226,2007-1-8 22:24:00,Walk In,Rachel Dicke,5329,7.44,49.52,40,0.8,5.16
428605227,2007-4-14 6:30:00,Walk In,Rachel Dicke,5331,1.04,7.52,0,0.64,4.08
428605228,2008-1-28 11:22:00,Walk In,Rachel Dicke,5333,21.12,132,56,6.4,41.2
428605229,2008-1-31 14:08:00,Walk In,Kim Burton,5335,34.52,181.6,52,10.92,70.26
428605230,2008-5-3 16:12:00,Walk In,Kim Burton,5337,1.8,14.88,4,0.92,5.9
428605231,2008-8-28 7:02:00,Walk In,Rachel Dicke,5339,1.96,16.48,0,1.4,8.94
428605232,2009-8-12 1:36:00,Walk In,Kim Burton,5341,19.4,97,0,8.16,52.58
428605233,2010-7-24 12:22:00,Walk In,Kim Burton,5343,27.16,159.8,0,13.48,86.64
428605234,2010-9-6 20:04:00,Walk In,Rachel Dicke,5345,33.88,169.48,0,14.28,91.88
428605235,2012-2-17 15:08:00,Walk In,Kim Burton,5347,2.88,17,0,1.44,9.22
428605236,2012-6-9 2:44:00,Walk In,Kim Burton,5349,3.04,20.2,0,1.72,10.96
428605237,2012-10-10 19:52:00,Walk In,Kim Burton,5351,18,149.96,0,12.64,81.3
428605238,2012-11-27 17:06:00,Walk In,Rachel Dicke,5353,19.08,100.4,0,8.48,54.44
428605239,2013-8-15 17:42:00,Walk In,Rachel Dicke,5355,29.24,153.96,0,12.96,83.46
428605240,2013-9-17 16:08:00,Walk In,Rachel Dicke,5357,30.8,171.12,0,14.44,92.78
428605241,2013-10-10 23:04:00,Walk In,Rachel Dicke,5359,3,15,0,1.28,8.14
428605242,2014-7-31 1:30:00,Walk In,Rachel Dicke,5361,28.56,178.44,0,15.04,96.74
428605243,2014-9-30 12:24:00,Walk In,Kim Burton,5363,27.92,174.6,0,14.72,94.66
428605244,2015-3-11 19:50:00,Walk In,Rachel Dicke,5365,21.2,151.56,0,12.76,82.16
428605245,2015-5-22 23:08:00,Walk In,Kim Burton,5367,1.48,8.64,0,0.72,4.68
428605246,2015-8-21 20:42:00,Walk In,Rachel Dicke,5369,31.52,157.6,0,13.28,85.44
428605247,2006-6-3 18:24:00,Walk In,Rachel Dicke,5371,24.64,144.84,0,12.2,78.52
428605248,2006-7-30 23:50:00,Walk In,Kim Burton,5373,11.44,87.96,0,7.4,47.68
428605249,2006-11-7 18:28:00,Walk In,Rachel Dicke,5375,17,141.68,0,11.96,76.82
428605250,2008-4-5 6:14:00,Walk In,Rachel Dicke,5377,14.24,89,0,7.52,48.26
428605251,2008-5-3 0:06:00,Walk In,Rachel Dicke,5379,17.6,125.6,0,10.6,68.1
428605252,2008-9-19 2:12:00,Walk In,Rachel Dicke,5381,22.76,126.36,0,10.64,68.5
428605253,2008-11-28 22:46:00,Walk In,Kim Burton,5383,17.72,147.64,0,12.44,80.04
428605254,2009-5-29 3:18:00,Walk In,Rachel Dicke,5385,10.64,62.64,0,5.28,33.96
428605255,2010-6-5 16:24:00,Walk In,Kim Burton,5387,20.28,156,0,13.16,84.58
428605256,2011-1-29 18:36:00,Walk In,Rachel Dicke,5389,7.32,48.8,0,4.12,26.46
428605257,2011-4-28 11:12:00,Walk In,Rachel Dicke,5391,22.92,176.4,0,14.88,95.64
428605258,2011-10-26 22:04:00,Walk In,Rachel Dicke,5393,10.36,94.32,0,7.96,51.14
428605259,2011-12-5 9:10:00,Walk In,Kim Burton,5395,7.04,50.24,0,4.24,27.24
428605260,2011-12-8 23:10:00,Walk In,Kim Burton,5397,9.56,56.24,0,4.76,30.5
428605261,2012-2-5 3:02:00,Walk In,Kim Burton,5399,10.92,68.32,0,5.76,37.04
428605262,2012-6-25 6:44:00,Walk In,Kim Burton,5401,11,73.4,0,6.2,39.8
428605263,2012-9-30 20:32:00,Walk In,Kim Burton,5403,4.2,22,0,1.84,11.92
428605264,2013-1-5 10:58:00,Walk In,Kim Burton,5405,23.56,117.72,0,9.92,63.82
428605265,2013-9-10 18:34:00,Walk In,Kim Burton,5407,11.52,104.68,0,8.84,56.76
428605266,2013-9-26 17:44:00,Walk In,Rachel Dicke,5409,8.36,41.88,0,3.52,22.7
428605267,2014-6-1 10:44:00,Walk In,Rachel Dicke,5411,8.76,48.76,0,4.12,26.44
428605268,2014-6-19 19:32:00,Walk In,Rachel Dicke,5413,4.76,36.52,0,3.08,19.8
428605269,2014-10-15 12:46:00,Walk In,Rachel Dicke,5415,5.28,47.84,0,4.04,25.94
428605270,2014-11-26 13:54:00,Walk In,Rachel Dicke,5417,28.16,165.64,0,13.96,89.8
428605271,2015-3-3 14:22:00,Walk In,Kim Burton,5419,11.32,113,0,9.52,61.26
428605272,2006-6-9 10:12:00,Walk In,Kim Burton,5421,8.32,41.6,0,3.52,22.56
428605273,2006-11-14 19:40:00,Walk In,Rachel Dicke,5423,11.84,62.36,0,5.24,33.8
428605274,2007-2-3 22:20:00,Walk In,Kim Burton,5425,27,179.92,0,15.16,97.54
428605275,2007-7-12 21:56:00,Walk In,Kim Burton,5427,8.44,84.44,0,7.12,45.78
428605276,2008-1-30 13:16:00,Walk In,Kim Burton,5429,3.92,19.56,0,1.64,10.6
428605277,2008-2-29 23:28:00,Walk In,Rachel Dicke,5431,2.68,17.8,0,1.52,9.66
428605278,2009-2-10 6:48:00,Walk In,Rachel Dicke,5433,6.16,47.4,0,4,25.7
428605279,2009-7-8 5:32:00,Walk In,Rachel Dicke,5435,6.72,41.96,0,3.52,22.74
428605280,2009-7-30 7:30:00,Walk In,Kim Burton,5437,24.96,178.4,0,15.04,96.72
428605281,2009-8-13 3:04:00,Walk In,Kim Burton,5439,27.2,169.88,0,14.32,92.1
428605282,2010-2-21 16:22:00,Walk In,Rachel Dicke,5441,12.08,86.16,0,7.28,46.72
428605283,2010-5-7 0:54:00,Walk In,Rachel Dicke,5443,26.32,138.6,0,11.68,75.14
428605284,2010-9-28 3:20:00,Walk In,Kim Burton,5445,18.92,126.24,0,10.64,68.44
428605285,2010-11-26 15:24:00,Walk In,Kim Burton,5447,25.76,151.48,0,12.76,82.12
428605286,2010-12-10 11:42:00,Walk In,Rachel Dicke,5449,3.92,30,0,2.52,16.26
428605287,2011-11-18 13:22:00,Walk In,Rachel Dicke,5451,18.68,143.68,0,12.12,77.9
428605288,2011-11-23 2:30:00,Walk In,Rachel Dicke,5453,22.2,138.8,0,11.68,75.24
428605289,2012-6-7 22:52:00,Walk In,Kim Burton,5455,33.08,174.16,60,9.64,61.9
428605290,2012-9-10 2:32:00,Walk In,Rachel Dicke,5457,6.2,36.52,12,2.08,13.3
428605291,2013-1-2 11:54:00,Walk In,Kim Burton,5459,12.64,84.24,52,2.72,17.48
428605292,2013-6-11 16:46:00,Walk In,Rachel Dicke,5461,9.12,53.76,20,2.84,18.3
428605293,2013-8-7 16:06:00,Walk In,Rachel Dicke,5463,30.48,169.32,48,10.24,65.78
428605294,2014-3-29 10:24:00,Walk In,Rachel Dicke,5465,2.336,23.336,12,0.952,30.72
428605295,2014-6-14 0:18:00,Walk In,Kim Burton,5467,0.824,6.344,1.6,0.4,12.86
428605296,2014-8-4 17:28:00,Walk In,Rachel Dicke,5469,5.056,31.624,8,1.992,64.04
428605297,2015-11-8 1:31:00,Walk In,Rachel Dicke,5471,0,11.2,5.6,0.472,15.18
428605298,2015-11-8 0:54:00,Walk In,Kim Burton,5473,0.936,5.2,0,0.44,16.44
428605299,2015-11-8 0:31:00,Walk In,Kim Burton,5475,0,4,0,0.336,10.84
428605300,2015-11-8 0:27:00,Walk In,Rachel Dicke,5477,1.008,5.6,0,0.472,17.7
428605301,2015-11-8 0:17:00,Walk In,Rachel Dicke,5479,3.52,17.6,0,1.488,56.52
428605302,2006-5-3 18:48:00,Walk In,Rachel Dicke,5481,3.072,27.904,11.2,1.408,45.28
428605303,2008-1-14 18:48:00,Walk In,Rachel Dicke,5483,0.688,4.32,1.6,0.232,7.38
428605304,2008-1-17 18:48:00,Walk In,Rachel Dicke,5485,1.656,15.08,0,1.272,40.88
428605305,2009-1-18 18:48:00,Walk In,Rachel Dicke,5487,3.368,16.84,0,1.416,45.64
428605306,2009-5-13 18:48:00,Walk In,Rachel Dicke,5489,4.248,23.584,0,1.984,63.92
428605307,2009-11-24 18:48:00,Walk In,Rachel Dicke,5491,1.456,10.4,0,0.88,28.2
428605308,2010-3-28 18:48:00,Walk In,Rachel Dicke,5493,0.768,4.032,0,0.336,10.92
428605309,2010-7-16 18:48:00,Walk In,Rachel Dicke,5495,1.104,9.232,0,0.776,25.02
428605310,2010-8-15 18:48:00,Walk In,Rachel Dicke,5497,1.264,8.44,0,0.712,22.88
428605311,2010-9-27 18:48:00,Walk In,Rachel Dicke,5499,0.912,6.512,0,0.552,17.66
428605312,2010-10-20 18:48:00,Walk In,Rachel Dicke,5501,0.552,4.584,0,0.384,12.42
428605313,2010-11-23 18:48:00,Walk In,Rachel Dicke,5503,3.992,28.496,0,2.4,77.24
428605314,2011-5-3 18:48:00,Walk In,Rachel Dicke,5505,3.992,20.992,0,1.768,56.9
428605315,2011-6-24 18:48:00,Walk In,Rachel Dicke,5507,0.672,4.504,0.8,0.312,10.04
428605316,2012-4-28 18:48:00,Walk In,Rachel Dicke,5509,5.928,32.92,5.6,2.304,74.06
428605317,2012-5-10 18:48:00,Walk In,Rachel Dicke,5511,2.512,16.736,2.4,1.208,38.86
428605318,2012-10-30 18:48:00,Walk In,Rachel Dicke,5513,6.616,36.744,8,2.424,77.92
428605319,2012-12-6 18:48:00,Walk In,Rachel Dicke,5515,4.888,25.72,6.4,1.632,52.38
428605320,2013-3-5 18:48:00,Walk In,Rachel Dicke,5517,4.48,34.456,9.6,2.096,67.38
428605321,2013-7-27 18:48:00,Walk In,Rachel Dicke,5519,4.488,26.384,9.6,1.416,45.5
428605322,2013-11-28 18:48:00,Walk In,Rachel Dicke,5521,0.296,1.72,0,0.144,4.66
428605323,2014-8-10 18:48:00,Walk In,Rachel Dicke,5523,3.136,31.336,4.8,2.24,71.94
428605324,2014-9-26 18:48:00,Walk In,Rachel Dicke,5525,2.44,24.376,11.2,1.112,35.72
428605325,2015-2-12 23:16:00,Walk In,Rachel Dicke,5527,1.496,13.584,4.8,0.744,23.82
428605326,2015-3-5 23:16:00,Walk In,Rachel Dicke,5529,7.312,36.544,7.2,2.472,79.54
428605327,2006-1-1 23:16:00,Walk In,Rachel Dicke,5531,2.896,20.712,3.2,1.48,47.48
428605328,2006-3-12 13:04:00,Walk In,Rachel Dicke,5533,0.096,0.84,0,0.072,2.28
428605329,2006-4-9 1:36:00,Walk In,Rachel Dicke,5535,0,6.072,0,0.512,16.46
428605330,2006-8-18 7:26:00,Walk In,Rachel Dicke,5537,3.408,28.368,0,2.392,76.9
428605331,2006-12-15 9:04:00,Walk In,Rachel Dicke,5539,1.432,11.96,0,1.008,32.42
428605332,2007-3-16 11:42:00,Walk In,Rachel Dicke,5541,1.856,18.536,0,1.56,50.24
428605333,2007-6-26 3:50:00,Walk In,Rachel Dicke,5543,1.848,10.248,0,0.864,27.78
428605334,2008-2-15 11:04:00,Walk In,Rachel Dicke,5545,4.56,28.512,0,2.4,77.28
428605335,2008-2-23 19:30:00,Walk In,Rachel Dicke,5547,4.592,32.8,0,2.768,88.92
428605336,2008-5-26 2:14:00,Walk In,Rachel Dicke,5549,2.656,26.528,0,2.232,71.9
428605337,2008-8-27 12:40:00,Walk In,Rachel Dicke,5551,2.04,10.752,0,0.904,29.14
428605338,2008-11-22 18:48:00,Walk In,Rachel Dicke,5553,1.384,12.6,0,1.064,34.16
428605339,2009-2-8 19:48:00,Walk In,Rachel Dicke,5555,6.632,34.896,0,2.944,94.6
428605340,2009-7-7 18:46:00,Walk In,Rachel Dicke,5557,6.048,31.824,0,2.68,86.26
428605341,2011-12-19 18:06:00,Walk In,Rachel Dicke,5559,5.728,30.136,0,2.544,81.7
428605342,2011-12-20 17:36:00,Walk In,Rachel Dicke,5561,3.064,30.632,0,2.584,83.04
428605343,2012-3-4 2:56:00,Walk In,Rachel Dicke,5563,3.2,32,0,2.696,86.74
428605344,2012-5-20 5:32:00,Walk In,Rachel Dicke,5565,6.656,33.288,0,2.808,90.24
428605345,2012-11-19 9:20:00,Walk In,Rachel Dicke,5567,2.032,14.496,0,1.224,39.3
428605346,2013-5-22 20:30:00,Walk In,Rachel Dicke,5569,2.96,22.784,2.4,1.72,55.26
428605347,2013-11-10 13:18:00,Walk In,Rachel Dicke,5571,1.72,9.032,2.4,0.56,17.98
428605348,2014-5-5 19:04:00,Walk In,Rachel Dicke,5573,3.296,21.968,15.2,0.568,18.34
428605349,2014-6-11 4:32:00,Walk In,Rachel Dicke,5575,0.432,4.304,1.6,0.224,7.32
428605350,2014-7-14 8:26:00,Walk In,Rachel Dicke,5577,1.016,7.264,3.2,0.344,11.02
428605351,2014-8-12 14:46:00,Walk In,Rachel Dicke,5579,3.296,27.456,5.6,1.84,59.24
428605352,2007-4-20 19:42:00,Walk In,Rachel Dicke,5581,0.216,1.064,0,0.088,2.88
428605353,2009-3-4 11:38:00,Walk In,Rachel Dicke,5583,5.664,31.488,10.4,1.776,57.16
428605354,2009-7-31 1:16:00,Walk In,Rachel Dicke,5585,2.736,16.104,11.2,0.416,13.3
428605355,2009-11-4 7:54:00,Walk In,Rachel Dicke,5587,3.776,23.624,8.8,1.248,40.18
428605356,2009-12-17 15:28:00,Walk In,Rachel Dicke,5589,2.6,14.448,0,1.216,39.16
428605357,2010-6-7 22:38:00,Walk In,Rachel Dicke,5591,5.072,29.848,0,2.512,80.9
428605358,2010-10-10 8:42:00,Walk In,Rachel Dicke,5593,2.04,20.384,0,1.72,55.26
428605359,2011-5-9 7:36:00,Walk In,Rachel Dicke,5595,4.016,25.104,0,2.112,68.04
428605360,2011-10-27 11:10:00,Walk In,Rachel Dicke,5597,1.848,15.416,0,1.296,41.78
428605361,2011-11-12 7:46:00,Walk In,Rachel Dicke,5599,3.52,20.688,0,1.744,56.08
428605362,2011-11-14 3:32:00,Walk In,Rachel Dicke,5601,4.296,22.624,0,1.904,61.32
428605363,2012-7-2 14:48:00,Walk In,Rachel Dicke,5603,3.92,27.992,12.8,1.28,41.18
428605364,2012-9-25 4:00:00,Walk In,Rachel Dicke,5605,4.048,31.168,5.6,2.152,69.3
428605365,2012-10-31 20:22:00,Walk In,Rachel Dicke,5607,0.704,3.896,1.6,0.192,6.22
428605366,2013-7-14 19:48:00,Walk In,Rachel Dicke,5609,4.728,27.808,12,1.336,42.86
428605367,2014-2-26 10:52:00,Walk In,Rachel Dicke,5611,0.912,7.576,3.2,0.368,11.86
428605368,2014-6-11 17:32:00,Walk In,Rachel Dicke,5613,4.728,31.504,10.4,1.776,57.2
428605369,2014-6-18 6:56:00,Walk In,Rachel Dicke,5615,5.44,30.208,3.2,2.28,73.22
428605370,2014-8-8 20:38:00,Walk In,Rachel Dicke,5617,5.672,35.448,14.4,1.776,57.06
428605371,2014-8-9 8:38:00,Walk In,Rachel Dicke,5619,4.152,31.928,3.2,2.424,77.88
428605372,2014-9-9 9:28:00,Walk In,Rachel Dicke,5621,1.712,9.496,4,0.464,14.9
428605373,2014-11-22 21:20:00,Walk In,Rachel Dicke,5623,1.2,10.896,0.8,0.848,27.36
428605374,2015-2-14 15:24:00,Walk In,Rachel Dicke,5625,0.456,2.512,0,0.208,6.8
428605375,2015-11-2 16:08:00,Walk In,Rachel Dicke,5627,0.32,2.288,0.8,0.128,4.04
428605376,2015-12-2 7:56:00,Walk In,Rachel Dicke,5629,0.28,2.144,0.8,0.112,3.64
428605377,2006-3-23 1:02:00,Walk In,Rachel Dicke,5631,0.192,0.944,0,0.08,2.56
428605378,2007-6-4 22:44:00,Walk In,Rachel Dicke,5633,0.368,3.672,0.8,0.24,7.78
428605379,2007-7-8 11:58:00,Walk In,Rachel Dicke,5635,3.392,30.832,5.6,2.128,68.4
428605380,2007-7-18 4:24:00,Walk In,Rachel Dicke,5637,3.096,25.776,0,2.176,69.88
428605381,2007-12-20 14:18:00,Walk In,Rachel Dicke,5639,2.072,14.8,0,1.248,40.12
428605382,2008-6-3 22:26:00,Walk In,Rachel Dicke,5641,0.888,6.32,0,0.536,17.14
428605383,2009-7-3 12:48:00,Walk In,Rachel Dicke,5643,1.12,5.592,0,0.472,15.16
428605384,2010-4-2 14:14:00,Walk In,Rachel Dicke,5645,0.792,7.224,0,0.608,19.58
428605385,2010-10-4 2:38:00,Walk In,Rachel Dicke,5647,1.856,18.584,0,1.568,50.38
428605386,2010-12-12 18:26:00,Walk In,Rachel Dicke,5649,3.776,23.6,0,1.992,63.98
428605387,2010-12-15 17:26:00,Walk In,Rachel Dicke,5651,5.168,28.704,0,2.416,77.8
428605388,2011-3-1 5:14:00,Walk In,Rachel Dicke,5653,4.968,31.056,0,2.616,84.18
428605389,2011-5-6 4:46:00,Walk In,Rachel Dicke,5655,3.792,22.312,0,1.88,60.48
428605390,2012-1-30 6:34:00,Walk In,Rachel Dicke,5657,3.512,27.04,0,2.28,73.3
428605391,2012-5-14 18:02:00,Walk In,Rachel Dicke,5659,2.352,21.392,0,1.8,57.98
428605392,2012-10-15 5:16:00,Walk In,Rachel Dicke,5661,5.752,33.856,0,2.856,91.78
428605393,2013-9-27 19:40:00,Walk In,Rachel Dicke,5663,0.168,1.696,0,0.144,4.6
428605394,2013-12-22 20:08:00,Walk In,Rachel Dicke,5665,4.752,36.544,0,3.08,99.06
428605395,2014-6-28 13:40:00,Walk In,Rachel Dicke,5667,0.648,5.872,0.8,0.424,13.74
428605396,2014-7-3 18:20:00,Walk In,Rachel Dicke,5669,1.528,11.784,1.6,0.856,27.6
428605397,2014-8-21 16:48:00,Walk In,Rachel Dicke,5671,1.624,10.808,4.8,0.504,16.28
428605398,2014-12-12 8:18:00,Walk In,Rachel Dicke,5673,3.208,26.76,12,1.248,40.02
428605399,2014-12-13 0:58:00,Walk In,Rachel Dicke,5675,0.84,5.6,0.8,0.408,13.02
428605400,2015-8-1 18:44:00,Walk In,Rachel Dicke,5677,2.216,14.792,5.6,0.776,24.92
428605401,2015-10-7 2:02:00,Walk In,Rachel Dicke,5679,1.16,10.536,3.2,0.616,19.88
428605402,2006-1-19 16:32:00,Walk In,Rachel Dicke,5681,4.64,30.912,12.8,1.528,49.1
428605403,2006-2-18 15:56:00,Walk In,Rachel Dicke,5683,5.16,28.664,8,1.744,56.02
428605404,2006-9-19 9:30:00,Walk In,Rachel Dicke,5685,6.416,32.072,8,2.032,65.26
428605405,2006-11-3 16:16:00,Walk In,Rachel Dicke,5687,1.52,12.648,1.6,0.928,29.94
428605406,2007-1-8 0:04:00,Walk In,Rachel Dicke,5689,2.864,28.632,8,1.736,55.92
428605407,2007-4-14 17:10:00,Walk In,Rachel Dicke,5691,3.376,18.744,4.8,1.176,37.8
428605408,2008-1-28 14:26:00,Walk In,Rachel Dicke,5693,1.104,11,5.6,0.456,14.64
428605409,2008-1-31 12:54:00,Walk In,Rachel Dicke,5695,4.816,30.12,27.2,0.248,7.92
428605410,2008-5-3 11:00:00,Walk In,Rachel Dicke,5697,3.832,25.544,11.2,1.208,38.88
428605411,2008-8-28 20:08:00,Walk In,Rachel Dicke,5699,0.92,7.104,1.6,0.464,14.92
428605412,2009-8-12 19:04:00,Walk In,Rachel Dicke,5701,3.624,24.152,4.8,1.632,52.46
428605413,2010-7-24 6:40:00,Walk In,Rachel Dicke,5703,0.488,4.408,2.4,0.168,5.44
428605414,2010-9-6 23:20:00,Walk In,Rachel Dicke,5705,4.656,33.24,3.2,2.528,81.42
428605415,2012-2-17 7:48:00,Walk In,Rachel Dicke,5707,4.088,25.528,8.8,1.408,45.34
428605416,2012-6-9 12:00:00,Walk In,Rachel Dicke,5709,2.112,16.264,7.2,0.76,24.56
428605417,2012-10-10 7:20:00,Walk In,Rachel Dicke,5711,4.904,25.824,8.8,1.432,46.14
428605418,2012-11-27 14:52:00,Walk In,Rachel Dicke,5713,2.464,24.616,8.8,1.336,42.88
428605419,2013-8-15 18:20:00,Walk In,Rachel Dicke,5715,2.248,20.424,6.4,1.184,38.02
428605420,2013-9-17 11:40:00,Walk In,Rachel Dicke,5717,1.352,13.48,1.6,1,32.2
428605421,2013-10-10 13:48:00,Walk In,Rachel Dicke,5719,3.544,29.528,26.4,0.264,8.48
428605422,2014-7-31 22:34:00,Walk In,Rachel Dicke,5721,1.464,7.336,2.4,0.416,13.38
428605423,2014-9-30 12:34:00,Walk In,Rachel Dicke,5723,3.352,17.632,3.2,1.216,39.12
428605424,2015-3-11 17:16:00,Walk In,Kim Burton,5725,0.336,2.784,0.8,0.168,5.38
